Symbol,Company Name,Industry,Market Cap
FXLV,F45 Training Holdings,Leisure,9.49M
FXNC,First National,Banks - Regional,108.05M
FYBR,Frontier Communications Parent,Telecom Services,3.87B
FZT,FAST Acquisition Corp. II,Shell Companies,134.62M
G,Genpact,Information Technology Services,6.64B
GABC,German American Bancorp,Banks - Regional,841.36M
GAIA,"Gaia, Inc.",Entertainment,52.04M
GAIN,Gladstone Investment,Asset Management,428.44M
GALT,Galectin Therapeutics,Biotechnology,98.47M
GAMB,Gambling.com Group,Gambling,531.94M
GAMC,Golden Arrow Merger,Shell Companies,96.33M
GAME,Engine Gaming and Media,Electronic Gaming & Multimedia,33.87M
GAN,GAN Limited,Gambling,60.32M
GANX,Gain Therapeutics,Biotechnology,44.70M
GAQ,Generation Asia I Acquisition,Shell Companies,161.84M
GASS,StealthGas,Marine Shipping,182.20M
GATE,Marblegate Acquisition,Shell Companies,123.87M
GATO,Gatos Silver,Other Precious Metals & Mining,304.31M
GATX,GATX Corporation,Rental & Leasing Services,4.21B
GAU,Galiano Gold,Gold,136.25M
GB,Global Blue Group Holding AG,Software - Infrastructure,1.09B
GBBK,Global Blockchain Acquisition,Shell Companies,75.73M
GBCI,Glacier Bancorp,Banks - Regional,3.31B
GBDC,Golub Capital BDC,Asset Management,2.49B
GBIO,Generation Bio Co.,Biotechnology,311.84M
GBLI,"Global Indemnity Group, LLC",Insurance - Property & Casualty,476.03M
GBNH,Greenbrook TMS,Medical Care Facilities,10.71M
GBNY,Generations Bancorp NY,Banks - Regional,20.84M
GBR,New Concept Energy,Real Estate Services,5.54M
GBTG,Global Business Travel Group,Software - Application,5.82B
GBX,The Greenbrier Companies,Railroads,1.30B
GCBC,Greene County Bancorp,Banks - Regional,523.57M
GCI,Gannett Co.,Publishing,409.95M
GCMG,"Grosvenor Capital Management,",Asset Management,1.41B
GCO,Genesco,Apparel Retail,354.23M
GCT,GigaCloud Technology,Software - Infrastructure,495.24M
GCTK,GlucoTrack,Medical Instruments & Supplies,5.81M
GD,General Dynamics,Aerospace & Defense,61.05B
GDC,GD Culture Group,Electronic Gaming & Multimedia,7.73M
GDDY,GoDaddy,Software - Infrastructure,10.50B
GDEN,Golden Entertainment,Resorts & Casinos,1.01B
GDEV,GDEV Inc.,Electronic Gaming & Multimedia,1.15B
GDHG,Golden Heaven Group Holdings,Leisure,155.77M
GDNR,Gardiner Healthcare Acquisitions,Shell Companies,40.41M
GDOT,Green Dot,Credit Services,783.63M
GDRX,GoodRx Holdings,Health Information Services,2.40B
GDS,GDS Holdings,Information Technology Services,2.16B
GDST,Goldenstone Acquisition,Shell Companies,80.90M
GDTC,CytoMed Therapeutics,Biotechnology,42.86M
GDYN,Grid Dynamics Holdings,Information Technology Services,854.31M
GE,General Electric Company,Specialty Industrial Machinery,121.87B
GECC,Great Elm Capital,Asset Management,77.46M
GEF,Greif,Packaging & Containers,3.44B
GEF.B,Greif,Packaging & Containers,3.43B
GEG,Great Elm Group,Medical Distribution,64.05M
GEHC,GE HealthCare Technologies,Health Information Services,31.20B
GEHI,Gravitas Education Holdings,Education & Training Services,18.04M
GEL,"Genesis Energy,",Oil & Gas Midstream,1.20B
GEN,Gen Digital,Software - Infrastructure,12.92B
GENC,Gencor Industries,Farm & Heavy Construction Machinery,207.85M
GENE,Genetic Technologies,Diagnostics & Research,15.11M
GENI,Genius Sports,Internet Content & Information,1.36B
GENK,GEN Restaurant Group,Restaurants,464.90M
GEO,The GEO Group,Security & Protection Services,876.42M
GEOS,Geospace Technologies,Oil & Gas Equipment & Services,124.76M
GERN,Geron,Biotechnology,1.48B
GES,Guess',Apparel Retail,1.26B
GETR,Getaround,Software - Application,41.45M
GETY,Getty Images Holdings,Internet Content & Information,1.77B
GEVO,"Gevo, Inc.",Specialty Chemicals,318.12M
GFAI,Guardforce AI,Security & Protection Services,31.32M
GFF,Griffon,Conglomerates,2.27B
GFGD,The Growth for Good Acquisition,Shell Companies,282.75M
GFI,Gold Fields,Gold,11.05B
GFL,GFL Environmental,Waste Management,11.92B
GFOR,Graf Acquisition Corp. IV,Shell Companies,106.64M
GFS,GLOBALFOUNDRIES,Semiconductors,29.03B
GGAA,Genesis Growth Tech Acquisition,Shell Companies,138.61M
GGAL,Grupo Financiero Galicia,Banks - Regional,4.77B
GGB,Gerdau,Steel,8.82B
GGE,Green Giant,Real Estate - Development,49.66M
GGG,Graco,Specialty Industrial Machinery,13.07B
GGR,Gogoro,Auto Parts,732.59M
GH,Guardant Health,Diagnostics & Research,4.51B
GHC,Graham Holdings Company,Education & Training Services,2.66B
GHG,GreenTree Hospitality Group,Lodging,572.20M
GHI,Greystone Housing Impact Investors LP,Mortgage Finance,365.99M
GHIX,Gores Holdings IX,Shell Companies,677.91M
GHL,Greenhill & Co.,Capital Markets,277.53M
GHLD,Guild Holdings Company,Mortgage Finance,735.16M
GHM,Graham,Specialty Industrial Machinery,173.39M
GHRS,GH Research,Biotechnology,522.29M
GHSI,Guardion Health Sciences,Drug Manufacturers - Specialty & Generic,9.89M
GIA,GigCapital5,Shell Companies,102.33M
GIB,CGI Inc.,Information Technology Services,23.86B
GIC,Global Industrial Company,Industrial Distribution,1.24B
GIFI,Gulf Island Fabrication,Metal Fabrication,53.75M
GIGM,GigaMedia,Electronic Gaming & Multimedia,15.80M
GIII,G-III Apparel Group,Apparel Manufacturing,852.60M
GIL,Gildan Activewear,Apparel Manufacturing,5.10B
GILD,Gilead Sciences,Drug Manufacturers - General,95.77B
GILT,Gilat Satellite Networks,Communication Equipment,367.76M
GIPR,Generation Income Properties,REIT - Diversified,9.37M
GIS,General Mills,Packaged Foods,39.74B
GKOS,Glaukos,Medical Devices,3.56B
GL,Globe Life,Insurance - Life,10.57B
GLAD,Gladstone Capital,Asset Management,387.55M
GLBE,Global-e Online,Internet Retail,6.41B
GLBS,Globus Maritime,Marine Shipping,18.69M
GLBZ,Glen Burnie Bancorp,Banks - Regional,22.13M
GLDD,Great Lakes Dredge & Dock,Engineering & Construction,573.16M
GLDG,GoldMining,Gold,151.43M
GLG,TD Holdings,Other Industrial Metals & Mining,180.72M
GLLI,Globalink Investment,Shell Companies,87.21M
GLMD,Galmed Pharmaceuticals,Biotechnology,2.94M
GLNG,Golar LNG,Oil & Gas Midstream,2.28B
GLOB,Globant,Information Technology Services,8.10B
GLP,Global Partners LP,Oil & Gas Midstream,1.08B
GLPG,Galapagos NV,Biotechnology,2.56B
GLPI,Gaming and Leisure Properties,REIT - Specialty,12.04B
GLRE,Greenlight Capital Re,Insurance - Reinsurance,388.34M
GLSI,Greenwich LifeSciences,Biotechnology,119.36M
GLST,Global Star Acquisition,Shell Companies,127.92M
GLT,Glatfelter,Paper & Paper Products,96.85M
GLTO,Galecto,Biotechnology,15.86M
GLUE,Monte Rosa Therapeutics,Biotechnology,298.45M
GLW,Corning,Electronic Components,27.66B
GLYC,GlycoMimetics,Biotechnology,106.12M
GM,General Motors Company,Auto Manufacturers,45.34B
GMAB,Genmab,Biotechnology,24.73B
GMBL,Esports Entertainment Group,Gambling,2.73M
GMDA,Gamida Cell,Biotechnology,148.26M
GME,GameStop,Specialty Retail,5.71B
GMED,Globus Medical,Medical Devices,5.56B
GMFI,Aetherium Acquisition,Shell Companies,131.95M
GMGI,Golden Matrix Group,Electronic Gaming & Multimedia,102.59M
GMRE,Global Medical REIT,REIT - Healthcare Facilities,612.38M
GMS,GMS Inc.,Building Products & Equipment,2.84B
GNE,Genie Energy,Utilities - Regulated Electric,422.60M
GNFT,Genfit,Biotechnology,181.51M
GNK,Genco Shipping & Trading,Marine Shipping,568.61M
GNL,Global Net Lease,REIT - Diversified,1.13B
GNLN,Greenlane Holdings,Tobacco,2.08M
GNLX,Genelux,Biotechnology,587.54M
GNPX,Genprex,Biotechnology,27.65M
GNRC,Generac Holdings,Specialty Industrial Machinery,7.15B
GNS,Genius Group,Education & Training Services,101.49M
GNSS,Genasys,Scientific & Technical Instruments,120.47M
GNTA,Genenta Science,Biotechnology,106.39M
GNTX,Gentex,Auto Parts,7.47B
GNTY,Guaranty Bancshares,Banks - Regional,338.57M
GNW,Genworth Financial,Insurance - Life,2.66B
GO,Grocery Outlet Holding,Grocery Stores,3.21B
GOCO,GoHealth,Insurance Brokers,393.00M
GODN,Golden Star Acquisition,Shell Companies,91.60M
GOEV,Canoo,Auto Manufacturers,332.02M
GOGL,Golden Ocean Group,Marine Shipping,1.38B
GOGO,Gogo Inc.,Telecom Services,1.44B
GOL,Gol Linhas Aéreas Inteligentes,Airlines,635.64M
GOLD,Barrick Gold,Gold,27.93B
GOLF,Acushnet Holdings,Leisure,3.83B
GOOD,Gladstone Commercial,REIT - Diversified,522.13M
GOOG,Alphabet,Internet Content & Information,"1,642.26B"
GOOGL,Alphabet,Internet Content & Information,"1,641.37B"
GOOS,Canada Goose Holdings,Apparel Manufacturing,1.57B
GORO,Gold Resource,Gold,42.45M
GOSS,Gossamer Bio,Biotechnology,229.83M
GOTU,Gaotu Techedu,Education & Training Services,812.68M
GOVX,GeoVax Labs,Biotechnology,14.81M
GP,GreenPower Motor Company,Auto Manufacturers,87.07M
GPAC,Global Partner Acquisition Corp II,Shell Companies,124.15M
GPC,Genuine Parts Company,Specialty Retail,21.49B
GPCR,Structure Therapeutics,Biotechnology,1.06B
GPI,Group 1 Automotive,Auto & Truck Dealerships,3.63B
GPK,Graphic Packaging Holding Company,Packaging & Containers,6.68B
GPMT,Granite Point Mortgage Trust,REIT - Mortgage,263.56M
GPN,Global Payments,Specialty Business Services,31.64B
GPOR,Gulfport Energy,Oil & Gas E&P,2.08B
GPP,Green Plains Partners LP,Oil & Gas Midstream,305.23M
GPRE,Green Plains,Specialty Chemicals,1.87B
GPRK,GeoPark,Oil & Gas E&P,524.97M
GPRO,GoPro,Consumer Electronics,569.67M
GPS,The Gap,Apparel Retail,3.76B
GRAB,Grab Holdings,Software - Application,14.03B
GRBK,Green Brick Partners,Residential Construction,2.13B
GRC,The Gorman-Rupp Company,Specialty Industrial Machinery,801.01M
GRCL,Gracell Biotechnologies,Biotechnology,243.23M
GREE,Greenidge Generation Holdings,Capital Markets,32.64M
GRFS,Grifols,Drug Manufacturers - General,8.59B
GRFX,Graphex Group,Other Industrial Metals & Mining,49.67M
GRI,GRI Bio,Biotechnology,3.84M
GRIN,Grindrod Shipping Holdings,Marine Shipping,159.48M
GRMN,Garmin,Scientific & Technical Instruments,19.79B
GRND,Grindr,Software - Application,920.81M
GRNQ,Greenpro Capital,Consulting Services,9.32M
GRNT,Granite Ridge Resources,Shell Companies,1.08B
GROM,Grom Social Enterprises,Internet Content & Information,2.07M
GROV,Grove Collaborative Holdings,Household & Personal Products,124.54M
GROW,U.S. Global Investors,Asset Management,47.11M
GROY,Gold Royalty,Other Precious Metals & Mining,216.01M
GRPH,Graphite Bio,Biotechnology,142.63M
GRPN,Groupon,Internet Content & Information,405.92M
GRRR,Gorilla Technology Group,Software - Infrastructure,107.49M
GRTS,Gritstone bio,Biotechnology,157.30M
GRTX,Galera Therapeutics,Biotechnology,10.04M
GRVY,Gravity Co.,Electronic Gaming & Multimedia,462.59M
GRWG,GrowGeneration,Specialty Retail,165.90M
GS,The Goldman Sachs Group,Capital Markets,105.54B
GSAT,Globalstar,Telecom Services,1.89B
GSBC,Great Southern Bancorp,Banks - Regional,602.92M
GSBD,Goldman Sachs BDC,Asset Management,1.56B
GSD,Global System Dynamics,Shell Companies,137.78M
GSHD,Goosehead Insurance,Insurance - Diversified,2.25B
GSIT,GSI Technology,Semiconductors,88.40M
GSK,GSK plc,Drug Manufacturers - General,71.19B
GSL,Global Ship Lease,Marine Shipping,655.84M
GSM,Ferroglobe,Other Industrial Metals & Mining,1.03B
GSMG,Glory Star New Media Group Holdings,Advertising Agencies,41.54M
GSUN,Golden Sun Education Group,Education & Training Services,16.45M
GT,The Goodyear Tire & Rubber Company,Auto Parts,3.63B
GTAC,Global Technology Acquisition I,Shell Companies,74.02M
GTBP,GT Biopharma,Biotechnology,10.61M
GTE,Gran Tierra Energy,Oil & Gas E&P,202.38M
GTEC,Greenland Technologies Holding,Specialty Industrial Machinery,22.06M
GTES,Gates Industrial Corporation,Specialty Industrial Machinery,3.11B
GTH,Genetron Holdings,Diagnostics & Research,86.56M
GTHX,G1 Therapeutics,Biotechnology,86.93M
GTIM,Good Times Restaurants,Restaurants,30.98M
GTLB,GitLab,Software - Application,6.91B
GTLS,Chart Industries,Specialty Industrial Machinery,7.10B
GTN,Gray Television,Broadcasting,754.57M
GTN.A,Gray Television,Broadcasting,819.85M
GTX,Garrett Motion,Auto Parts,2.07B
GTY,Getty Realty,REIT - Retail,1.52B
GURE,Gulf Resources,Specialty Chemicals,20.76M
GVA,Granite Construction,Engineering & Construction,1.79B
GVP,GSE Systems,Software - Application,9.03M
GWAV,Greenwave Technology Solutions,Waste Management,13.19M
GWH,ESS Tech,Electrical Equipment & Parts,238.05M
GWRE,Guidewire Software,Software - Application,6.58B
GWRS,Global Water Resources,Utilities - Regulated Water,271.19M
GWW,W.W. Grainger,Industrial Distribution,35.73B
GXO,GXO Logistics,Integrated Freight & Logistics,7.27B
GYRO,"Gyrodyne, LLC",Real Estate Services,15.58M
H,Hyatt Hotels,Lodging,11.61B
HA,Hawaiian Holdings,Airlines,453.85M
HAE,Haemonetics,Medical Instruments & Supplies,4.49B
HAFC,Hanmi Financial,Banks - Regional,523.30M
HAIA,Healthcare AI Acquisition,Shell Companies,78.34M
HAIN,The Hain Celestial Group,Packaged Foods,1.06B
HAL,Halliburton Company,Oil & Gas Equipment & Services,34.28B
HALL,Hallmark Financial Services,Insurance - Property & Casualty,4.24M
HALO,Halozyme Therapeutics,Biotechnology,5.63B
HARP,Harpoon Therapeutics,Biotechnology,31.54M
HAS,Hasbro,Leisure,9.67B
HASI,Hannon Armstrong Sustainable Infrastructure Capital,REIT - Specialty,2.18B
HAYN,Haynes International,Metal Fabrication,608.93M
HAYW,Hayward Holdings,Electrical Equipment & Parts,2.94B
HBAN,Huntington Bancshares,Banks - Regional,15.71B
HBB,Hamilton Beach Brands Holding Company,"Furnishings, Fixtures & Appliances",153.03M
HBCP,Home Bancorp,Banks - Regional,267.09M
HBI,Hanesbrands,Apparel Manufacturing,1.80B
HBIO,Harvard Bioscience,Medical Instruments & Supplies,183.99M
HBM,Hudbay Minerals,Copper,1.62B
HBNC,Horizon Bancorp,Banks - Regional,478.59M
HBT,HBT Financial,Banks - Regional,595.26M
HCA,HCA Healthcare,Medical Care Facilities,75.18B
HCAT,Health Catalyst,Health Information Services,659.07M
HCC,Warrior Met Coal,Coking Coal,2.01B
HCCI,Heritage-Crystal Clean,Waste Management,1.10B
HCDI,Harbor Custom Development,Real Estate - Development,3.07M
HCI,HCI Group,Insurance - Property & Casualty,478.13M
HCKT,The Hackett Group,Information Technology Services,618.09M
HCM,HUTCHMED (China),Drug Manufacturers - Specialty & Generic,2.48B
HCMA,HCM Acquisition,Shell Companies,152.20M
HCP,HashiCorp,Software - Infrastructure,5.65B
HCSG,Healthcare Services Group,Medical Care Facilities,867.34M
HCTI,Healthcare Triangle,Health Information Services,19.85M
HCVI,Hennessy Capital Investment Corp. VI,Shell Companies,469.57M
HCWB,HCW Biologics,Biotechnology,69.70M
HD,The Home Depot,Home Improvement Retail,322.88B
HDB,HDFC Bank,Banks - Regional,158.21B
HDSN,Hudson Technologies,Specialty Chemicals,522.04M
HE,Hawaiian Electric Industries,Utilities - Diversified,1.14B
HEAR,Turtle Beach,Consumer Electronics,184.86M
HEES,H&E Equipment Services,Rental & Leasing Services,1.60B
HEI,HEICO,Aerospace & Defense,20.27B
HEI.A,HEICO,Aerospace & Defense,20.22B
HELE,Helen of Troy,Household & Personal Products,2.91B
HEP,"Holly Energy Partners,",Oil & Gas Midstream,2.77B
HEPA,Hepion Pharmaceuticals,Biotechnology,27.75M
HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,Internet Retail,472.70M
HES,Hess Corporation,Oil & Gas E&P,46.24B
HESM,Hess Midstream LP,Oil & Gas Midstream,7.01B
HFBL,"Home Federal Bancorp, Inc. of Louisiana",Banks - Regional,52.29M
HFFG,HF Foods Group,Food Distribution,264.23M
HFWA,Heritage Financial,Banks - Regional,603.52M
HGBL,Heritage Global,Capital Markets,116.64M
HGTY,Hagerty,Insurance - Property & Casualty,3.02B
HGV,Hilton Grand Vacations,Resorts & Casinos,4.77B
HHGC,HHG Capital,Shell Companies,55.82M
HHH,Howard Hughes,null,3.79B
HHLA,HH&L Acquisition Co.,Shell Companies,152.98M
HHRS,Hammerhead Energy,Oil & Gas E&P,1.17B
HHS,Harte Hanks,Advertising Agencies,48.39M
HI,Hillenbrand,Specialty Industrial Machinery,3.25B
HIBB,Hibbett,Apparel Retail,611.23M
HIFS,Hingham Institution for Savings,Banks - Regional,430.48M
HIG,The Hartford Financial Services Group,Insurance - Diversified,21.95B
HIHO,Highway Holdings,Metal Fabrication,10.16M
HII,Huntington Ingalls Industries,Aerospace & Defense,8.72B
HILS,Hillstream BioPharma,Biotechnology,4.16M
HIMS,Hims & Hers Health,Household & Personal Products,1.44B
HIMX,Himax Technologies,Semiconductors,1.06B
HIPO,Hippo Holdings,Insurance - Specialty,243.54M
HITI,High Tide,Pharmaceutical Retailers,93.86M
HIVE,HIVE Blockchain Technologies,Capital Markets,295.19M
HIW,Highwoods Properties,REIT - Office,2.41B
HKD,AMTD Digital,Software - Application,1.19B
HKIT,Hitek Global,Software - Application,446.91M
HL,Hecla Mining Company,Gold,2.66B
HLF,Herbalife Nutrition,Packaged Foods,1.53B
HLGN,Heliogen,Utilities - Renewable,57.24M
HLI,Houlihan Lokey,Capital Markets,7.09B
HLIO,Helios Technologies,Specialty Industrial Machinery,1.88B
HLIT,Harmonic,Communication Equipment,1.13B
HLLY,Holley,Auto Parts,681.22M
HLMN,Hillman Solutions,Tools & Accessories,1.78B
HLN,Haleon,Drug Manufacturers - Specialty & Generic,38.14B
HLNE,Hamilton Lane,Asset Management,4.90B
HLP,Hongli Group,Steel,54.00M
HLT,Hilton Worldwide Holdings,Lodging,38.45B
HLTH,Cue Health,Health Information Services,67.56M
HLVX,HilleVax,Biotechnology,503.54M
HLX,Helix Energy Solutions Group,Oil & Gas Equipment & Services,1.42B
HMC,Honda Motor Co.,Auto Manufacturers,51.14B
HMN,Horace Mann Educators,Insurance - Property & Casualty,1.18B
HMNF,HMN Financial,Banks - Regional,87.05M
HMST,HomeStreet,Banks - Regional,172.72M
HMY,Harmony Gold Mining Company,Gold,2.50B
HNI,HNI Corporation,Business Equipment & Supplies,1.43B
HNNA,Hennessy Advisors,Asset Management,53.28M
HNRA,HNR Acquisition,Shell Companies,81.17M
HNRG,Hallador Energy Company,Thermal Coal,385.78M
HNST,The Honest Company,Specialty Retail,135.82M
HNVR,Hanover Bancorp,Banks - Regional,133.05M
HOFT,Hooker Furnishings,"Furnishings, Fixtures & Appliances",235.47M
HOFV,Hall of Fame Resort & Entertainment Company,Entertainment,43.81M
HOG,Harley-Davidson,Recreational Vehicles,4.75B
HOLI,Hollysys Automation Technologies,Electrical Equipment & Parts,1.16B
HOLO,MicroCloud Hologram,Electronic Components,386.17M
HOLX,Hologic,Medical Instruments & Supplies,18.56B
HOMB,"Home Bancshares, Inc. (Conway, AR)",Banks - Regional,4.43B
HON,Honeywell International,Conglomerates,123.70B
HONE,HarborOne Bancorp,Banks - Regional,444.51M
HOOD,Robinhood Markets,Software - Infrastructure,9.61B
HOOK,HOOKIPA Pharma,Biotechnology,57.71M
HOPE,Hope Bancorp,Banks - Regional,1.13B
HOTH,Hoth Therapeutics,Biotechnology,7.50M
HOUR,Hour Loop,Internet Retail,58.57M
HOUS,Anywhere Real Estate,Real Estate Services,709.31M
HOV,Hovnanian Enterprises,Residential Construction,497.12M
HOWL,Werewolf Therapeutics,Biotechnology,109.11M
HP,Helmerich & Payne,Oil & Gas Drilling,4.01B
HPCO,Hempacco Co.,Drug Manufacturers - Specialty & Generic,8.79M
HPE,Hewlett Packard Enterprise Company,Communication Equipment,21.47B
HPK,HighPeak Energy,Oil & Gas E&P,1.75B
HPLT,Home Plate Acquisition,Shell Companies,76.07M
HPP,Hudson Pacific Properties,REIT - Office,869.59M
HPQ,HP Inc.,Computer Hardware,30.41B
HQI,HireQuest,Staffing & Employment Services,261.18M
HQY,HealthEquity,Health Information Services,5.82B
HR,Healthcare Realty Trust,REIT - Healthcare Facilities,6.35B
HRB,H&R Block,Personal Services,5.85B
