Symbol,Company Name,Industry,Market Cap
DTIL,Precision BioSciences,Biotechnology,58.69M
DTM,DT Midstream,Oil & Gas Midstream,5.00B
DTOC,Digital Transformation Opportunities,Shell Companies,105.85M
DTSS,Datasea,Software - Infrastructure,11.67M
DTST,Data Storage,Information Technology Services,20.30M
DUET,DUET Acquisition,Shell Companies,81.44M
DUK,Duke Energy,Utilities - Regulated Electric,69.81B
DUNE,Dune Acquisition,Shell Companies,55.35M
DUO,Fangdd Network Group,Real Estate Services,79.12M
DUOL,Duolingo,Software - Application,5.61B
DUOT,Duos Technologies Group,Software - Application,37.06M
DV,DoubleVerify Holdings,Software - Application,5.73B
DVA,DaVita,Medical Care Facilities,9.13B
DVAX,Dynavax Technologies,Drug Manufacturers - Specialty & Generic,1.90B
DVN,Devon Energy,Oil & Gas E&P,32.36B
DWAC,Digital World Acquisition,Shell Companies,567.84M
DWSN,Dawson Geophysical Company,Oil & Gas Equipment & Services,46.57M
DX,Dynex Capital,REIT - Mortgage,678.64M
DXC,DXC Technology Company,Information Technology Services,4.32B
DXCM,DexCom,Medical Devices,39.08B
DXF,Dunxin Financial Holdings,Credit Services,1.72M
DXLG,Destination XL Group,Apparel Retail,258.34M
DXPE,DXP Enterprises,Industrial Distribution,587.12M
DXR,Daxor,Medical Instruments & Supplies,46.05M
DXYN,The Dixie Group,Textile Manufacturing,14.45M
DY,Dycom Industries,Engineering & Construction,2.90B
DYAI,Dyadic International,Biotechnology,51.28M
DYN,Dyne Therapeutics,Biotechnology,716.89M
DYNT,Dynatronics,Medical Devices,3.08M
DZSI,DZS Inc.,Communication Equipment,76.65M
E,Eni S.p.A.,Oil & Gas Integrated,50.56B
EA,Electronic Arts,Electronic Gaming & Multimedia,32.43B
EAC,Edify Acquisition,Shell Companies,93.61M
EAF,GrafTech International,Electrical Equipment & Parts,932.40M
EAR,Eargo,Medical Devices,56.44M
EARN,Ellington Residential Mortgage REIT,REIT - Mortgage,99.72M
EAST,Eastside Distilling,Beverages - Wineries & Distilleries,2.12M
EAT,Brinker International,Restaurants,1.46B
EB,Eventbrite,Software - Application,1.00B
EBAY,eBay Inc.,Internet Retail,23.20B
EBC,Eastern Bankshares,Banks - Regional,2.33B
EBET,"EBET, Inc.",Gambling,24.53M
EBF,Ennis,Business Equipment & Supplies,555.32M
EBIX,"Ebix, Inc.",Software - Application,495.35M
EBMT,Eagle Bancorp Montana,Banks - Regional,102.25M
EBON,Ebang International Holdings,Computer Hardware,49.71M
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities - Regulated Electric,17.81B
EBS,Emergent BioSolutions,Drug Manufacturers - Specialty & Generic,235.20M
EBTC,Enterprise Bancorp,Banks - Regional,347.57M
EC,Ecopetrol,Oil & Gas Integrated,23.05B
ECBK,ECB Bancorp,Banks - Regional,112.76M
ECC,Eagle Point Credit Company,Asset Management,640.88M
ECL,Ecolab,Specialty Chemicals,51.39B
ECOR,electroCore,Medical Devices,29.09M
ECPG,Encore Capital Group,Mortgage Finance,1.08B
ECVT,Ecovyst,Specialty Chemicals,1.15B
ECX,ECARX Holdings,Auto Parts,1.35B
ED,Consolidated Edison,Utilities - Regulated Electric,31.15B
EDAP,EDAP TMS,Medical Devices,300.59M
EDBL,Edible Garden AG,Farm Products,3.34M
EDIT,Editas Medicine,Biotechnology,714.98M
EDN,Empresa Distribuidora y Comercializadora Norte,Utilities - Regulated Electric,1.24B
EDR,Endeavor Group Holdings,Entertainment,7.19B
EDRY,EuroDry,Marine Shipping,39.85M
EDSA,Edesa Biotech,Biotechnology,19.22M
EDTK,Skillful Craftsman Education Technology,Education & Training Services,19.16M
EDTX,EdtechX Holdings Acquisition Corp. II,Shell Companies,199.19M
EDU,New Oriental Education & Technology Group,Education & Training Services,9.32B
EDUC,Educational Development,Publishing,11.58M
EE,Excelerate Energy,Utilities - Renewable,2.00B
EEFT,Euronet Worldwide,Software - Infrastructure,4.21B
EEIQ,Elite Education Group International,Education & Training Services,14.64M
EEX,Emerald Holding,Advertising Agencies,249.62M
EFC,Ellington Financial,REIT - Mortgage,887.62M
EFHT,EF Hutton Acquisition Corporation I Common Stock,Shell Companies,152.91M
EFOI,Energy Focus,"Furnishings, Fixtures & Appliances",6.64M
EFSC,Enterprise Financial Services,Banks - Regional,1.45B
EFSH,1847 Holdings LLC,Conglomerates,4.20M
EFTR,eFFECTOR Therapeutics,Biotechnology,42.96M
EFX,Equifax,Consulting Services,24.30B
EFXT,Enerflex,Oil & Gas Equipment & Services,740.83M
EG,Everest Group,Insurance - Reinsurance,15.31B
EGAN,eGain,Software - Application,196.31M
EGBN,Eagle Bancorp,Banks - Regional,706.08M
EGGF,EG Acquisition,Shell Companies,103.49M
EGHT,"8x8, Inc.",Software - Application,355.04M
EGIO,Edgio,Software - Infrastructure,168.90M
EGLE,Eagle Bulk Shipping,Marine Shipping,407.60M
EGLX,Enthusiast Gaming Holdings,Internet Content & Information,65.00M
EGO,Eldorado Gold,Gold,1.81B
EGP,EastGroup Properties,REIT - Industrial,8.07B
EGRX,Eagle Pharmaceuticals,Drug Manufacturers - Specialty & Generic,220.13M
EGY,VAALCO Energy,Oil & Gas E&P,477.01M
EH,EHang Holdings,Aerospace & Defense,1.06B
EHAB,Enhabit,Medical Care Facilities,628.28M
EHC,Encompass Health,Medical Care Facilities,6.93B
EHTH,eHealth,Insurance Brokers,226.96M
EIC,Eagle Point Income Company,null,125.51M
EIG,Employers Holdings,Insurance - Specialty,1.01B
EIGR,Eiger BioPharmaceuticals,Biotechnology,37.01M
EIX,Edison International,Utilities - Regulated Electric,26.80B
EJH,E-Home Household Service Holdings,Personal Services,14.25M
EKSO,Ekso Bionics Holdings,Medical Instruments & Supplies,13.03M
EL,The Estée Lauder Companies,Household & Personal Products,55.58B
ELA,Envela,Luxury Goods,149.82M
ELAN,Elanco Animal Health,Drug Manufacturers - Specialty & Generic,5.84B
ELBM,Electra Battery Materials,Other Industrial Metals & Mining,38.61M
ELDN,Eledon Pharmaceuticals,Biotechnology,37.91M
ELEV,Elevation Oncology,Biotechnology,33.06M
ELF,e.l.f. Beauty,Household & Personal Products,6.57B
ELIQ,Electriq Power Holdings,Utilities - Renewable,90.00M
ELLO,Ellomay Capital,Utilities - Renewable,199.86M
ELMD,Electromed,Medical Devices,92.20M
ELME,Elme Communities,REIT - Office,1.35B
ELOX,Eloxx Pharmaceuticals,Biotechnology,12.47M
ELP,Companhia Paranaense de Energia - COPEL,Utilities - Diversified,24.33B
ELS,Equity LifeStyle Properties,REIT - Residential,13.19B
ELSE,Electro-Sensors,Scientific & Technical Instruments,14.19M
ELTK,Eltek,Electronic Components,48.44M
ELTX,Angion Biomedica,Biotechnology,30.11M
ELV,Elevance Health,Healthcare Plans,106.64B
ELVN,Enliven Therapeutics,Biotechnology,688.05M
ELWS,Earlyworks Co.,Software - Application,22.70M
ELYM,Eliem Therapeutics,Biotechnology,71.79M
ELYS,Elys Game Technology,Gambling,16.61M
EM,Smart Share Global,Personal Services,234.46M
EMAN,eMagin,Electronic Components,162.22M
EMBC,Embecta,Drug Manufacturers - Specialty & Generic,1.02B
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,Shell Companies,87.57M
EME,EMCOR Group,Engineering & Construction,10.38B
EMKR,EMCORE,Semiconductors,43.24M
EML,The Eastern Company,Tools & Accessories,112.41M
EMLD,FTAC Emerald Acquisition,Shell Companies,359.94M
EMN,Eastman Chemical Company,Specialty Chemicals,9.71B
EMR,Emerson Electric Co.,Specialty Industrial Machinery,55.80B
EMX,EMX Royalty,Other Industrial Metals & Mining,191.60M
ENB,Enbridge,Oil & Gas Midstream,69.58B
ENCP,Energem,Shell Companies,51.42M
ENER,Accretion Acquisition,Shell Companies,111.40M
ENFN,Enfusion,Software - Application,705.00M
ENG,ENGlobal,Engineering & Construction,12.97M
ENIC,Enel Chile,Utilities - Regulated Electric,4.54B
ENLC,"EnLink Midstream, LLC",Oil & Gas Midstream,5.68B
ENLT,Enlight Renewable Energy,Utilities - Renewable,1.94B
ENLV,Enlivex Therapeutics,Biotechnology,44.19M
ENOV,Enovis,Specialty Industrial Machinery,3.06B
ENPH,Enphase Energy,Solar,16.92B
ENR,Energizer Holdings,Electrical Equipment & Parts,2.47B
ENS,EnerSys,Electrical Equipment & Parts,4.19B
ENSC,Ensysce Biosciences,Biotechnology,5.38M
ENSG,The Ensign Group,Medical Care Facilities,5.52B
ENSV,Enservco,Oil & Gas Equipment & Services,7.32M
ENTA,Enanta Pharmaceuticals,Biotechnology,329.94M
ENTG,Entegris,Semiconductor Equipment & Materials,14.44B
ENTX,Entera Bio,Biotechnology,19.77M
ENV,Envestnet,Software - Application,2.88B
ENVA,Enova International,Credit Services,1.55B
ENVB,Enveric Biosciences,Biotechnology,4.79M
ENVX,Enovix,Electrical Equipment & Parts,2.23B
ENZ,Enzo Biochem,Diagnostics & Research,80.06M
EOG,EOG Resources,Oil & Gas E&P,74.32B
EOLS,Evolus,Drug Manufacturers - Specialty & Generic,515.72M
EOSE,Eos Energy Enterprises,Electrical Equipment & Parts,470.32M
EP,Empire Petroleum,Oil & Gas E&P,201.11M
EPAC,Enerpac Tool Group,Specialty Industrial Machinery,1.47B
EPAM,EPAM Systems,Information Technology Services,14.13B
EPC,Edgewell Personal Care Company,Household & Personal Products,1.92B
EPD,Enterprise Products Partners L.P.,Oil & Gas Midstream,57.16B
EPIX,ESSA Pharma,Biotechnology,127.45M
EPM,Evolution Petroleum,Oil & Gas E&P,291.10M
EPOW,Sunrise New Energy Co.,Consulting Services,50.06M
EPR,EPR Properties,REIT - Specialty,3.30B
EPRT,Essential Properties Realty Trust,REIT - Diversified,3.68B
EPSN,Epsilon Energy,Oil & Gas E&P,117.25M
EQ,Equillium,Biotechnology,28.69M
EQBK,Equity Bancshares,Banks - Regional,380.37M
EQC,Equity Commonwealth,REIT - Office,2.09B
EQH,Equitable Holdings,Insurance - Diversified,9.63B
EQIX,Equinix,REIT - Specialty,72.13B
EQNR,Equinor ASA,Oil & Gas Integrated,89.18B
EQR,Equity Residential,REIT - Residential,24.38B
EQRX,"EQRx, Inc.",Biotechnology,1.12B
EQS,Equus Total Return,Asset Management,20.41M
EQT,EQT Corporation,Oil & Gas E&P,17.29B
EQX,Equinox Gold,Gold,1.52B
ERAS,Erasca,Biotechnology,395.73M
ERF,Enerplus,Oil & Gas E&P,3.53B
ERIC,Telefonaktiebolaget LM Ericsson (publ),Communication Equipment,16.48B
ERIE,Erie Indemnity Company,Insurance Brokers,14.74B
ERII,Energy Recovery,Pollution & Treatment Controls,1.54B
ERJ,Embraer,Aerospace & Defense,2.78B
ERNA,Eterna Therapeutics,Biotechnology,12.69M
ERO,Ero Copper,Copper,1.92B
ES,Eversource Energy,Utilities - Regulated Electric,22.75B
ESAB,ESAB Corporation,Metal Fabrication,4.15B
ESAC,ESGEN Acquisition,Shell Companies,108.25M
ESBA,"Empire State Realty OP,",REIT - Office,2.08B
ESCA,Escalade,Leisure,209.35M
ESE,ESCO Technologies,Scientific & Technical Instruments,2.71B
ESEA,Euroseas,Marine Shipping,183.29M
ESGL,Invesco ESG Revenue ETF,Waste Management,16.71M
ESGR,Enstar Group,Insurance - Diversified,4.02B
ESHA,ESH Acquisition,Shell Companies,148.10M
ESI,Element Solutions,Specialty Chemicals,4.88B
ESLT,Elbit Systems,Aerospace & Defense,8.74B
ESMT,EngageSmart,Software - Infrastructure,2.79B
ESNT,Essent Group,Insurance - Specialty,5.41B
ESOA,Energy Services of America,Engineering & Construction,61.63M
ESP,Espey Mfg. & Electronics,Electrical Equipment & Parts,42.36M
ESPR,Esperion Therapeutics,Drug Manufacturers - Specialty & Generic,147.65M
ESQ,Esquire Financial Holdings,Banks - Regional,383.71M
ESRT,Empire State Realty Trust,REIT - Diversified,2.25B
ESS,Essex Property Trust,REIT - Residential,15.76B
ESSA,ESSA Bancorp,Banks - Regional,169.23M
ESTA,Establishment Labs Holdings,Medical Devices,1.42B
ESTC,Elastic,Software - Application,5.85B
ESTE,Earthstone Energy,Oil & Gas E&P,2.71B
ET,Energy Transfer LP,Oil & Gas Midstream,41.34B
ETAO,ETAO International Co.,Health Information Services,40.27M
ETD,Ethan Allen Interiors,"Furnishings, Fixtures & Appliances",774.13M
ETN,Eaton Corporation,Specialty Industrial Machinery,89.37B
ETNB,89bio,Biotechnology,1.25B
ETON,Eton Pharmaceuticals,Biotechnology,124.93M
ETR,Entergy,Utilities - Regulated Electric,20.05B
ETRN,Equitrans Midstream,Oil & Gas Midstream,4.18B
ETSY,"Etsy, Inc.",Internet Retail,8.92B
ETWO,E2open Parent Holdings,Software - Application,1.42B
EU,enCore Energy,Uranium,362.07M
EUDA,EUDA Health Holdings,Health Information Services,27.09M
EURN,Euronav NV,Oil & Gas Midstream,3.64B
EVA,Enviva,Lumber & Wood Production,755.58M
EVAX,Evaxion Biotech,Biotechnology,24.89M
EVBG,Everbridge,Software - Application,955.84M
EVBN,Evans Bancorp,Banks - Regional,157.37M
EVC,Entravision Communications,Broadcasting,377.86M
EVCM,EverCommerce,Software - Infrastructure,1.93B
EVE,EVe Mobility Acquisition,Shell Companies,165.86M
EVER,EverQuote,Internet Content & Information,185.18M
EVEX,Eve Holding,Aerospace & Defense,2.12B
EVGN,Evogene,Biotechnology,35.99M
EVGO,"EVgo, Inc.",Specialty Retail,1.15B
EVGR,Evergreen,Shell Companies,161.60M
EVH,Evolent Health,Health Information Services,2.87B
EVI,EVI Industries,Industrial Distribution,325.06M
EVLO,Evelo Biosciences,Biotechnology,143.70M
EVLV,Evolv Technologies Holdings,Security & Protection Services,935.97M
EVO,Evotec SE,Drug Manufacturers - Specialty & Generic,4.01B
EVOK,Evoke Pharma,Drug Manufacturers - Specialty & Generic,3.61M
EVR,Evercore,Capital Markets,5.15B
EVRG,Evergy,Utilities - Regulated Electric,13.07B
EVRI,Everi Holdings,Gambling,1.22B
EVTC,EVERTEC,Software - Infrastructure,2.55B
EVTL,Vertical Aerospace,Aerospace & Defense,252.18M
EVTV,Envirotech Vehicles,Auto Manufacturers,32.18M
EW,Edwards Lifesciences,Medical Devices,46.30B
EWBC,East West Bancorp,Banks - Diversified,7.69B
EWCZ,European Wax Center,Household & Personal Products,1.09B
EWTX,Edgewise Therapeutics,Biotechnology,452.46M
EXAI,Exscientia,Biotechnology,834.93M
EXAS,Exact Sciences,Diagnostics & Research,14.54B
EXC,Exelon,Utilities - Regulated Electric,40.11B
EXEL,Exelixis,Biotechnology,7.00B
EXFY,Expensify,Software - Application,371.99M
EXK,Endeavour Silver,Other Precious Metals & Mining,553.45M
EXLS,ExlService Holdings,Information Technology Services,4.80B
EXP,Eagle Materials,Building Materials,6.36B
EXPD,Expeditors International of Washington,Integrated Freight & Logistics,16.91B
EXPE,Expedia Group,Travel Services,15.25B
EXPI,eXp World Holdings,Real Estate Services,2.97B
EXPO,Exponent,Consulting Services,4.60B
EXPR,Express,Apparel Retail,38.51M
EXR,Extra Space Storage,REIT - Industrial,27.91B
EXTR,Extreme Networks,Communication Equipment,3.21B
EYE,National Vision Holdings,Specialty Retail,1.44B
EYEN,Eyenovia,Biotechnology,72.98M
EYPT,EyePoint Pharmaceuticals,Biotechnology,395.67M
EZFL,EZFill Holdings,Software - Application,17.57M
EZGO,EZGO Technologies,Recreational Vehicles,125.08M
EZPW,EZCORP,Credit Services,481.34M
F,Ford Motor Company,Auto Manufacturers,46.82B
FA,First Advantage,Specialty Business Services,1.99B
FAF,First American Financial,Insurance - Specialty,6.17B
FAMI,Farmmi,Packaged Foods,15.21M
FANG,Diamondback Energy,Oil & Gas E&P,26.80B
FANH,Fanhua,Insurance Brokers,347.82M
FARM,Farmer Bros. Co.,Packaged Foods,43.61M
FARO,FARO Technologies,Scientific & Technical Instruments,306.22M
FAST,Fastenal Company,Industrial Distribution,32.66B
FAT,FAT Brands,Restaurants,120.32M
FATBB,FAT Brands,Restaurants,123.59M
FATE,Fate Therapeutics,Biotechnology,259.22M
FATH,Fathom Digital Manufacturing,Computer Hardware,60.33M
FATP,Fat Projects Acquisition,Shell Companies,37.25M
FAZE,FaZe Holdings,Internet Content & Information,20.54M
FBIN,Fortune Brands Innovations,Building Products & Equipment,8.36B
FBIO,Fortress Biotech,Biotechnology,52.11M
FBIZ,First Business Financial Services,Banks - Regional,264.85M
FBK,FB Financial,Banks - Regional,1.43B
FBMS,The First Bancshares,Banks - Regional,880.68M
FBNC,First Bancorp,Banks - Regional,1.21B
FBP,First BanCorp.,Banks - Regional,2.43B
FBRT,Franklin BSP Realty Trust,REIT - Mortgage,1.13B
FBRX,Forte Biosciences,Biotechnology,30.48M
FC,Franklin Covey Co.,Consulting Services,588.12M
FCAP,First Capital,Banks - Regional,107.22M
FCBC,First Community Bankshares,Banks - Regional,581.70M
FCCO,First Community,Banks - Regional,129.47M
FCEL,FuelCell Energy,Electrical Equipment & Parts,621.20M
FCF,First Commonwealth Financial,Banks - Regional,1.32B
FCFS,FirstCash Holdings,Credit Services,4.03B
FCN,FTI Consulting,Consulting Services,6.38B
FCNCA,First Citizens BancShares,Banks - Regional,20.07B
FCNCO,First Citizens BancShares,Banks - Regional,298.70M
FCPT,Four Corners Property Trust,REIT - Retail,2.24B
FCUV,Focus Universal,Scientific & Technical Instruments,113.44M
FCX,Freeport-McMoRan,Copper,54.94B
FDBC,Fidelity D & D Bancorp,Banks - Regional,262.69M
FDMT,4D Molecular Therapeutics,Biotechnology,708.59M
FDP,Fresh Del Monte Produce,Farm Products,1.25B
FDS,FactSet Research Systems,Financial Data & Stock Exchanges,16.39B
FDUS,Fidus Investment,Asset Management,489.87M
FDX,FedEx,Integrated Freight & Logistics,65.07B
FE,FirstEnergy,Utilities - Regulated Electric,20.78B
FEAM,5E Advanced Materials,Specialty Chemicals,114.35M
FEDU,Four Seasons Education,Education & Training Services,21.88M
FEIM,Frequency Electronics,Communication Equipment,60.28M
FELE,Franklin Electric Co.,Specialty Industrial Machinery,4.45B
FEMY,Femasys,Medical Instruments & Supplies,6.76M
FENC,Fennec Pharmaceuticals,Biotechnology,217.85M
FENG,Phoenix New Media,Internet Content & Information,16.62M
FERG,Ferguson,Industrial Distribution,31.90B
FET,Forum Energy Technologies,Oil & Gas Equipment & Services,233.80M
FEXD,Fintech Ecosystem Development,Shell Companies,74.09M
FF,FutureFuel,Chemicals,318.60M
FFBC,First Financial Bancorp.,Banks - Regional,1.99B
FFIC,Flushing Financial,Banks - Regional,418.89M
FFIE,Faraday Future Intelligent Electric,Auto Manufacturers,231.39M
FFIN,First Financial Bankshares,Banks - Regional,4.09B
FFIV,"F5, Inc.",Software - Infrastructure,9.33B
FFNW,First Financial Northwest,Banks - Regional,113.90M
FFWM,First Foundation,Banks - Regional,405.83M
FG,F&G Annuities & Life,Insurance - Life,3.51B
FGBI,First Guaranty Bancshares,Banks - Regional,128.37M
FGEN,FibroGen,Biotechnology,118.83M
FGF,FG Financial Group,Insurance - Diversified,13.29M
FGH,FG Group Holdings,Leisure,34.17M
FGI,FGI Industries,"Furnishings, Fixtures & Appliances",15.96M
FGMC,FG Merger,Shell Companies,53.19M
FHB,First Hawaiian,Banks - Regional,2.38B
FHI,Federated Hermes,Asset Management,3.07B
FHLT,Future Health ESG,Shell Companies,69.34M
FHN,First Horizon,Banks - Regional,6.83B
FHTX,Foghorn Therapeutics,Biotechnology,297.22M
FI,Fiserv,Information Technology Services,74.06B
FIAC,Focus Impact Acquisition,Shell Companies,123.00M
FIBK,First Interstate BancSystem,Banks - Regional,2.65B
FICO,Fair Isaac,Software - Application,21.18B
FICV,Frontier Investment,Shell Companies,80.59M
FIGS,"FIGS, Inc.",Apparel Manufacturing,1.09B
FIHL,Fidelis Insurance Holdings,Insurance-Diversified,1.70B
FINV,FinVolution Group,Credit Services,1.43B
FINW,FinWise Bancorp,Banks - Regional,122.87M
FIP,FTAI Infrastructure,Conglomerates,331.24M
FIS,Fidelity National Information Services,Information Technology Services,32.43B
FISI,Financial Institutions,Banks - Regional,269.99M
FITB,Fifth Third Bancorp,Banks - Regional,17.31B
FIVE,Five Below,Specialty Retail,9.89B
FIVN,Five9,Software - Infrastructure,5.22B
FIX,Comfort Systems USA,Engineering & Construction,6.50B
FIXX,Homology Medicines,Biotechnology,67.06M
FIZZ,National Beverage,Beverages - Non-Alcoholic,4.81B
FKWL,Franklin Wireless,Communication Equipment,37.83M
FL,Foot Locker,Apparel Retail,2.37B
FLAG,First Light Acquisition Group,Shell Companies,96.32M
FLEX,Flex Ltd.,Electronic Components,11.67B
FLFV,Feutune Light Acquisition,Shell Companies,136.34M
FLGC,Flora Growth,Drug Manufacturers - Specialty & Generic,14.81M
FLGT,Fulgent Genetics,Diagnostics & Research,1.01B
FLIC,The First of Long Island Corporation,Banks - Regional,290.29M
FLJ,FLJ Group,Real Estate Services,257.96M
FLL,Full House Resorts,Resorts & Casinos,162.52M
FLME,Flame Acquisition,Shell Companies,235.15M
FLNC,Fluence Energy,Utilities - Renewable,4.34B
FLNG,FLEX LNG,Oil & Gas Midstream,1.66B
FLNT,Fluent,Advertising Agencies,55.67M
FLO,Flowers Foods,Packaged Foods,5.02B
FLR,Fluor,Engineering & Construction,4.83B
FLS,Flowserve,Specialty Industrial Machinery,5.01B
FLT,FLEETCOR Technologies,Software - Infrastructure,19.62B
FLUX,Flux Power Holdings,Electrical Equipment & Parts,72.90M
FLWS,1-800-FLOWERS.COM,Specialty Retail,487.28M
FLXS,Flexsteel Industries,"Furnishings, Fixtures & Appliances",114.77M
FLYW,Flywire,Information Technology Services,3.75B
FMAO,Farmers & Merchants Bancorp,Banks - Regional,257.40M
FMBH,First Mid Bancshares,Banks - Regional,666.69M
FMC,FMC Corporation,Agricultural Inputs,10.97B
FMNB,Farmers National Banc,Banks - Regional,473.09M
FMS,Fresenius Medical Care AG & Co. KGaA,Medical Care Facilities,14.10B
FMX,Fomento Económico Mexicano,Beverages - Brewers,208.72B
FN,Fabrinet,Electronic Components,5.67B
FNA,Paragon 28,Medical Devices,1.07B
FNB,F.N.B.,Banks - Regional,4.10B
FNCB,FNCB Bancorp,Banks - Regional,120.45M
FNCH,Finch Therapeutics Group,Biotechnology,10.23M
FND,Floor & Decor Holdings,Home Improvement Retail,10.19B
FNF,Fidelity National Financial,Insurance - Specialty,10.89B
FNGR,FingerMotion,Telecom Services,233.43M
FNKO,Funko,Leisure,317.02M
FNLC,The First Bancorp,Banks - Regional,277.04M
FNV,Franco-Nevada,Gold,26.59B
FNVT,Finnovate Acquisition,Shell Companies,98.13M
FNWB,First Northwest Bancorp,Banks - Regional,122.32M
FNWD,Finward Bancorp,Banks - Regional,92.62M
FOA,Finance Of America Companies,Credit Services,134.14M
FOCS,Focus Financial Partners,Asset Management,3.46B
FOLD,Amicus Therapeutics,Biotechnology,3.69B
FONR,FONAR,Medical Devices,107.23M
FOR,Forestar Group,Real Estate - Development,1.40B
FORA,Forian,Health Information Services,78.68M
FORD,Forward Industries,Footwear & Accessories,8.35M
FORL,Four Leaf Acquisition,Shell Companies,70.97M
FORM,FormFactor,Semiconductors,2.43B
FORR,Forrester Research,Consulting Services,596.34M
FORTY,Formula Systems (1985),Information Technology Services,1.15B
FOSL,Fossil Group,Luxury Goods,105.98M
FOUR,Shift4 Payments,Software - Infrastructure,4.58B
FOX,Fox Corporation,Entertainment,15.50B
FOXA,Fox Corporation,Entertainment,15.50B
FOXF,Fox Factory Holding,Auto Parts,4.48B
FOXO,FOXO Technologies,Health Information Services,7.83M
FPAY,FlexShopper,Rental & Leasing Services,22.62M
FPH,"Five Point Holdings, LLC",Real Estate - Development,439.45M
FPI,Farmland Partners,REIT - Specialty,534.25M
FR,First Industrial Realty Trust,REIT - Industrial,6.82B
FRAF,Franklin Financial Services,Banks - Regional,125.52M
FRBA,First Bank,Banks - Regional,287.66M
FRBN,Forbion European Acquisition,Shell Companies,172.20M
FRD,Friedman Industries,Steel,102.00M
FREE,Whole Earth Brands,Packaged Foods,156.10M
FREQ,Frequency Therapeutics,Biotechnology,17.16M
FRES,Fresh2 Group,Biotechnology,13.74M
FREY,FREYR Battery,Electrical Equipment & Parts,887.13M
FRGE,Forge Global Holdings,Software - Application,397.37M
FRGI,Fiesta Restaurant Group,Restaurants,215.90M
FRGT,Freight Technologies,Software - Application,3.97M
FRHC,Freedom Holding,Capital Markets,5.72B
FRLA,Fortune Rise Acquisition,Shell Companies,73.16M
FRLN,Freeline Therapeutics Holdings,Biotechnology,17.58M
FRME,First Merchants,Banks - Regional,1.76B
FRO,Frontline,Oil & Gas Midstream,4.09B
FROG,JFrog,Software - Application,2.73B
FRPH,FRP Holdings,Real Estate Services,530.33M
FRPT,Freshpet,Packaged Foods,3.54B
FRSH,Freshworks,Software - Application,6.21B
FRST,Primis Financial,Banks - Regional,219.71M
FRSX,Foresight Autonomous Holdings,Auto Parts,27.95M
FRT,Federal Realty Investment Trust,REIT - Retail,7.95B
FRTX,Fresh Tracks Therapeutics,Biotechnology,3.84M
FRXB,Forest Road Acquisition Corp. II,Shell Companies,135.82M
FRZA,Forza X1,Recreational Vehicles,15.47M
FSBC,Five Star Bancorp,Banks - Regional,381.73M
FSBW,FS Bancorp,Banks - Regional,238.11M
FSEA,First Seacoast Bancorp,Banks - Regional,37.78M
FSFG,First Savings Financial Group,Banks - Regional,110.54M
FSI,Flexible Solutions International,Specialty Chemicals,32.83M
FSK,FS KKR Capital,Asset Management,5.60B
FSLR,First Solar,Solar,18.96B
FSLY,Fastly,Software - Application,2.79B
FSM,Fortuna Silver Mines,Silver,866.93M
FSNB,Fusion Acquisition Corp. II,Shell Companies,175.69M
FSP,Franklin Street Properties,REIT - Office,190.31M
FSR,Fisker,Auto Manufacturers,1.91B
FSRX,FinServ Acquisition Corp. II,Shell Companies,133.92M
FSS,Federal Signal,Pollution & Treatment Controls,3.57B
FSTR,L.B. Foster Company,Railroads,202.97M
FSV,FirstService,Real Estate Services,6.52B
FTAI,Fortress Transportation and Infrastructure Investors LLC,Rental & Leasing Services,3.52B
FTCH,Farfetch,Internet Retail,1.16B
FTCI,FTC Solar,Solar,220.86M
FTDR,Frontdoor,Personal Services,2.65B
FTEK,Fuel Tech,Pollution & Treatment Controls,33.42M
FTEL,Fitell,Specialty Retail,28.36M
FTFT,Future FinTech Group,Software - Application,20.94M
FTHM,Fathom Holdings,Real Estate Services,117.97M
FTI,TechnipFMC,Oil & Gas Equipment & Services,7.94B
FTII,FutureTech II Acquisition,Shell Companies,162.41M
FTK,Flotek Industries,Oil & Gas Equipment & Services,128.78M
FTNT,Fortinet,Software - Infrastructure,46.19B
FTRE,Fortrea Holdings,Biotechnology,2.44B
FTS,Fortis,Utilities - Regulated Electric,19.11B
FTV,Fortive,Scientific & Technical Instruments,27.11B
FUBO,fuboTV,Broadcasting,634.91M
FUL,H.B. Fuller Company,Specialty Chemicals,3.81B
FULC,Fulcrum Therapeutics,Biotechnology,381.79M
FULT,Fulton Financial,Banks - Regional,2.12B
FUN,"Cedar Fair,",Leisure,2.01B
FUNC,First United,Banks - Regional,109.46M
FURY,Fury Gold Mines,Other Industrial Metals & Mining,53.85M
FUSB,First US Bancshares,Banks - Regional,51.76M
FUSN,Fusion Pharmaceuticals,Biotechnology,223.55M
FUTU,Futu Holdings,Capital Markets,7.13B
FUV,Arcimoto,Recreational Vehicles,8.98M
FVCB,FVCBankcorp,Banks - Regional,208.46M
FVRR,Fiverr International,Internet Content & Information,1.04B
FWAC,Fifth Wall Acquisition Corp. III,Shell Companies,49.75M
FWBI,First Wave BioPharma,Biotechnology,2.32M
FWONA,Formula One Group,Entertainment,15.44B
FWRD,Forward Air,Integrated Freight & Logistics,1.83B
FWRG,First Watch Restaurant Group,Restaurants,1.15B
